sample,host_request_ns,host_response_ns,phase,phase_time_s,target_rate_rad_s,rpc_ms,server_spi_ms,server_total_ms,cache_age_ms,board_a_seq,board_b_seq,m12_target_rad,m12_q_rad,m12_dq_rad_s,m12_torque_nm,m12_age_ms,m12_mode,m12_fault,m12_temperature_c,m13_target_rad,m13_q_rad,m13_dq_rad_s,m13_torque_nm,m13_age_ms,m13_mode,m13_fault,m13_temperature_c,m21_target_rad,m21_q_rad,m21_dq_rad_s,m21_torque_nm,m21_age_ms,m21_mode,m21_fault,m21_temperature_c,m22_target_rad,m22_q_rad,m22_dq_rad_s,m22_torque_nm,m22_age_ms,m22_mode,m22_fault,m22_temperature_c,m23_target_rad,m23_q_rad,m23_dq_rad_s,m23_torque_nm,m23_age_ms,m23_mode,m23_fault,m23_temperature_c,m31_target_rad,m31_q_rad,m31_dq_rad_s,m31_torque_nm,m31_age_ms,m31_mode,m31_fault,m31_temperature_c,m32_target_rad,m32_q_rad,m32_dq_rad_s,m32_torque_nm,m32_age_ms,m32_mode,m32_fault,m32_temperature_c,m33_target_rad,m33_q_rad,m33_dq_rad_s,m33_torque_nm,m33_age_ms,m33_mode,m33_fault,m33_temperature_c,m42_target_rad,m42_q_rad,m42_dq_rad_s,m42_torque_nm,m42_age_ms,m42_mode,m42_fault,m42_temperature_c,m43_target_rad,m43_q_rad,m43_dq_rad_s,m43_torque_nm,m43_age_ms,m43_mode,m43_fault,m43_temperature_c
178,18386245349649,18386254213868,triangle_0.02,2.5800764140003594,-0.02,8.864219,2.0962740018148907,2.6154299994232133,0.07534027099609375,62798,62568,0.04939847171999284,0.048,-0.03,0.16,9,2,0,29.9,0.04739847171999284,0.048,0.06,0.07,5,2,0,29.3,-0.7566015282800072,-0.756,0.06,0.14,3,2,0,30.6,-0.7666015282800072,-0.766,-0.04,0.04,8,2,0,29.3,0.04439847171999284,0.043,0.0,0.14,1,2,0,29.9,0.04639847171999284,0.047,-0.18,0.06,4,2,0,29.9,0.05039847171999284,0.05,-0.06,-0.02,6,2,0,29.9,-0.7726015282800072,-0.773,0.09,-0.11,8,2,0,29.9,0.04839847171999284,0.048,-0.1,0.22,7,2,0,29.3,-0.7616015282800073,-0.763,-0.02,0.14,14,2,0,29.9
179,18386265348638,18386273832682,triangle_0.02,2.6000755630011554,-0.02,8.484044,1.7642929997236934,2.3749409992888104,0.06723403930664062,62799,62569,0.04899848873997691,0.048,0.06,0.13,14,2,0,29.9,0.04699848873997691,0.048,0.05,-0.04,10,2,0,29.3,-0.7570015112600231,-0.756,-0.09,0.07,8,2,0,30.6,-0.767001511260023,-0.766,0.08,0.12,13,2,0,29.3,0.043998488739976915,0.042,0.06,0.0,6,2,0,29.9,0.04599848873997691,0.047,0.01,-0.12,9,2,0,29.9,0.049998488739976914,0.05,-0.08,0.2,10,2,0,29.9,-0.773001511260023,-0.773,0.01,-0.09,13,2,0,29.9,0.04799848873997691,0.048,-0.04,-0.09,12,2,0,29.3,-0.7620015112600231,-0.763,-0.11,0.12,4,2,0,29.9
180,18386285350476,18386293906554,triangle_0.02,2.620077751998906,-0.02,8.556078,1.4693060002173297,2.048303998890333,0.062465667724609375,62800,62570,0.04859844496002188,0.048,0.05,0.1,4,2,0,29.9,0.04659844496002188,0.048,-0.04,-0.14,0,2,0,29.3,-0.7574015550399782,-0.756,-0.02,-0.05,13,2,0,30.6,-0.7674015550399781,-0.766,-0.03,-0.08,3,2,0,29.3,0.04359844496002188,0.042,0.12,0.0,11,2,0,29.9,0.045598444960021876,0.047,0.01,-0.21,14,2,0,29.9,0.04959844496002188,0.05,-0.12,0.15,0,2,0,29.9,-0.7734015550399781,-0.773,-0.01,0.04,3,2,0,29.9,0.04759844496002188,0.048,0.1,0.15,1,2,0,29.3,-0.7624015550399782,-0.763,0.1,-0.03,9,2,0,29.9
181,18386305347225,18386313463958,triangle_0.02,2.6400731569992786,-0.02,8.116733,1.4133670010778587,1.978094001970021,0.06198883056640625,62801,62571,0.04819853686001445,0.048,0.05,0.09,9,2,0,29.9,0.04619853686001445,0.048,0.13,0.2,5,2,0,29.3,-0.7578014631399856,-0.756,0.04,-0.1,3,2,0,30.6,-0.7678014631399855,-0.766,-0.15,-0.05,8,2,0,29.3,0.043198536860014444,0.042,-0.26,-0.13,1,2,0,29.9,0.045198536860014446,0.048,0.13,0.03,4,2,0,29.9,0.04919853686001445,0.05,0.09,-0.11,5,2,0,29.9,-0.7738014631399855,-0.773,-0.04,0.03,8,2,0,29.9,0.04719853686001445,0.048,0.06,0.02,6,2,0,29.3,-0.7628014631399856,-0.763,-0.11,-0.02,14,2,0,29.9
182,18386325360390,18386333527781,triangle_0.02,2.6600841149993357,-0.02,8.167391,1.479289996495936,2.074800999253057,0.06222724914550781,62802,62572,0.04779831770001331,0.048,0.09,0.04,14,2,0,29.9,0.04579831770001331,0.047,-0.02,-0.51,10,2,0,29.3,-0.7582016822999867,-0.756,0.04,-0.04,8,2,0,30.6,-0.7682016822999866,-0.766,0.09,-0.02,13,2,0,29.3,0.042798317700013314,0.042,0.03,-0.14,6,2,0,29.9,0.04479831770001331,0.047,-0.06,-0.21,9,2,0,29.9,0.04879831770001331,0.05,-0.01,-0.1,10,2,0,29.9,-0.7742016822999866,-0.773,-0.02,-0.09,13,2,0,29.9,0.04679831770001331,0.048,-0.14,0.01,11,2,0,29.3,-0.7632016822999868,-0.764,-0.02,0.03,4,2,0,29.9
183,18386345353587,18386353269096,triangle_0.02,2.680076767999708,-0.02,7.915509,1.3668700012203772,1.8280709991813637,0.06175041198730469,62803,62573,0.047398464640005855,0.048,0.04,0.02,4,2,0,29.9,0.04539846464000585,0.048,-0.06,-0.18,15,2,0,29.3,-0.7586015353599942,-0.757,-0.05,-0.13,13,2,0,30.6,-0.7686015353599941,-0.767,0.14,0.06,3,2,0,29.3,0.04239846464000585,0.042,0.16,0.11,11,2,0,29.9,0.04439846464000585,0.047,-0.16,-0.16,14,2,0,29.9,0.048398464640005856,0.049,-0.24,-0.09,0,2,0,29.9,-0.7746015353599941,-0.773,0.12,-0.22,3,2,0,29.9,0.046398464640005854,0.048,0.16,-0.05,1,2,0,29.3,-0.7636015353599942,-0.764,-0.07,0.05,9,2,0,29.9
184,18386365351232,18386375140575,triangle_0.02,2.700075853001181,-0.02,9.789343,2.994645001308527,3.494025000691181,0.0705718994140625,62804,62574,0.046998482939976396,0.047,-0.02,0.07,9,2,0,29.9,0.044998482939976395,0.047,-0.09,-0.24,5,2,0,29.3,-0.7590015170600236,-0.757,0.03,0.04,3,2,0,30.6,-0.7690015170600235,-0.767,-0.07,-0.44,8,2,0,29.3,0.04199848293997639,0.042,0.13,0.11,1,2,0,29.9,0.043998482939976394,0.047,0.02,0.02,4,2,0,29.9,0.0479984829399764,0.049,-0.15,-0.07,5,2,0,29.9,-0.7750015170600235,-0.773,0.11,0.18,8,2,0,29.9,0.045998482939976396,0.048,0.18,-0.2,6,2,0,29.3,-0.7640015170600236,-0.764,-0.04,0.07,14,2,0,29.9
185,18386385345261,18386393875995,triangle_0.02,2.720072282001638,-0.02,8.530734,1.4489210007013753,2.048559999821009,0.06699562072753906,62805,62575,0.046598554359967244,0.047,0.03,0.01,15,2,0,29.9,0.04459855435996724,0.047,0.01,0.05,11,2,0,29.3,-0.7594014456400328,-0.757,0.01,-0.23,9,2,0,30.6,-0.7694014456400327,-0.767,0.02,-0.02,14,2,0,29.3,0.041598554359967246,0.042,-0.04,-0.01,7,2,0,29.9,0.04359855435996724,0.047,0.06,-0.05,10,2,0,29.9,0.047598554359967245,0.049,-0.03,-0.06,11,2,0,29.9,-0.7754014456400327,-0.773,0.05,0.02,14,2,0,29.9,0.04559855435996724,0.048,0.08,0.18,12,2,0,29.3,-0.7644014456400328,-0.764,0.07,0.0,5,2,0,29.9
186,18386405346107,18386413830214,triangle_0.02,2.7400742470017576,-0.02,8.484107,1.4368560005095787,2.018479000980733,0.06270408630371094,62806,62576,0.04619851505996485,0.047,-0.08,0.0,4,2,0,29.9,0.044198515059964846,0.047,0.05,-0.11,0,2,0,29.3,-0.7598014849400352,-0.757,0.17,-0.18,13,2,0,30.6,-0.7698014849400351,-0.767,-0.24,-0.14,3,2,0,29.3,0.041198515059964844,0.042,0.09,0.05,11,2,0,29.9,0.043198515059964845,0.047,0.05,-0.08,14,2,0,29.9,0.04719851505996485,0.049,0.01,-0.29,0,2,0,29.9,-0.7758014849400351,-0.774,0.03,-0.21,3,2,0,29.9,0.04519851505996485,0.047,0.0,-0.03,1,2,0,29.3,-0.7648014849400352,-0.764,0.07,-0.23,9,2,0,29.9
187,18386425347624,18386434238723,triangle_0.02,2.7600753480001003,-0.02,8.891099,2.127986997948028,2.6240070001222193,0.06604194641113281,62807,62577,0.045798493039998,0.047,-0.08,0.03,9,2,0,29.9,0.043798493039998,0.047,-0.12,-0.13,5,2,0,29.3,-0.7602015069600021,-0.757,-0.09,-0.07,3,2,0,30.6,-0.7702015069600019,-0.767,-0.04,0.04,8,2,0,29.3,0.040798493039997996,0.041,-0.01,-0.04,1,2,0,29.9,0.042798493039998,0.047,-0.07,-0.11,4,2,0,29.9,0.046798493039998,0.049,-0.11,-0.2,5,2,0,29.9,-0.7762015069600019,-0.774,-0.18,-0.25,8,2,0,29.9,0.044798493039998,0.047,0.03,-0.21,6,2,0,29.3,-0.765201506960002,-0.764,0.09,-0.06,14,2,0,29.9
188,18386445348597,18386453728860,triangle_0.02,2.7800753619994794,-0.02,8.380263,1.9092270013061352,2.3737880001135636,0.062465667724609375,62808,62578,0.045398492760010414,0.047,-0.15,-0.14,14,2,0,29.9,0.04339849276001041,0.047,0.09,-0.14,10,2,0,29.3,-0.7606015072399896,-0.758,-0.08,-0.19,8,2,0,30.6,-0.7706015072399895,-0.767,0.02,-0.18,13,2,0,29.3,0.04039849276001041,0.042,-0.05,-0.04,6,2,0,29.9,0.04239849276001041,0.047,0.02,-0.44,9,2,0,29.9,0.046398492760010415,0.049,0.08,0.07,10,2,0,29.9,-0.7766015072399896,-0.774,0.07,-0.4,12,2,0,29.9,0.04439849276001041,0.047,0.09,-0.26,11,2,0,29.3,-0.7656015072399897,-0.764,0.01,-0.03,4,2,0,29.9
189,18386465348066,18386474048950,triangle_0.02,2.800076622999768,-0.02,8.700884,2.2176550010044593,2.6756250008475035,0.062465667724609375,62809,62579,0.044998467540004645,0.047,-0.04,-0.14,4,2,0,29.9,0.042998467540004644,0.047,0.0,-0.46,15,2,0,29.3,-0.7610015324599954,-0.758,-0.05,-0.14,13,2,0,30.6,-0.7710015324599953,-0.767,-0.03,-0.33,3,2,0,29.3,0.03999846754000465,0.041,0.01,-0.09,11,2,0,29.9,0.04199846754000464,0.047,0.01,-0.16,14,2,0,29.9,0.045998467540004646,0.049,-0.08,0.03,0,2,0,29.9,-0.7770015324599953,-0.774,-0.04,-0.26,2,2,0,29.9,0.043998467540004645,0.047,0.01,-0.21,1,2,0,29.3,-0.7660015324599954,-0.764,0.04,0.07,9,2,0,29.9
190,18386485348015,18386494208809,triangle_0.02,2.8200771160009026,-0.02,8.860794,1.9669569992402103,2.420863002043916,0.062465667724609375,62810,62580,0.044598457679981954,0.047,0.01,-0.01,9,2,0,29.9,0.04259845767998195,0.047,0.01,-0.42,5,2,0,29.3,-0.7614015423200181,-0.759,0.05,-0.18,3,2,0,30.6,-0.771401542320018,-0.768,-0.05,-0.25,8,2,0,29.3,0.03959845767998195,0.04,-0.11,0.19,1,2,0,29.9,0.04159845767998195,0.046,-0.03,-0.11,4,2,0,29.9,0.045598457679981955,0.049,-0.02,-0.19,5,2,0,29.9,-0.777401542320018,-0.774,0.08,-0.3,7,2,0,29.9,0.04359845767998195,0.047,-0.02,-0.32,6,2,0,29.3,-0.7664015423200181,-0.764,-0.03,-0.04,14,2,0,29.9
191,18386505346364,18386513376022,triangle_0.02,2.840073833001952,-0.02,8.029658,1.4362809997692239,2.008750001550652,0.062465667724609375,62811,62581,0.04419852333996096,0.046,-0.07,0.07,14,2,0,29.9,0.04219852333996096,0.047,-0.13,-0.09,10,2,0,29.3,-0.7618014766600391,-0.759,0.04,-0.21,8,2,0,30.6,-0.771801476660039,-0.768,0.1,-0.08,13,2,0,29.3,0.03919852333996096,0.04,-0.04,-0.01,6,2,0,29.9,0.041198523339960956,0.046,-0.08,-0.03,9,2,0,29.9,0.04519852333996096,0.048,0.07,0.01,10,2,0,29.9,-0.777801476660039,-0.774,0.0,0.0,12,2,0,29.9,0.04319852333996096,0.047,0.05,-0.25,11,2,0,29.3,-0.7668014766600391,-0.765,0.06,-0.17,4,2,0,29.9
192,18386525348714,18386533442118,triangle_0.02,2.860075478001818,-0.02,8.093404,1.439671999833081,2.0386399992275983,0.06198883056640625,62812,62582,0.04379849043996365,0.046,0.09,-0.27,4,2,0,29.9,0.04179849043996365,0.047,0.0,-0.57,15,2,0,29.3,-0.7622015095600364,-0.76,0.04,-0.01,13,2,0,30.6,-0.7722015095600363,-0.768,-0.14,0.1,3,2,0,29.3,0.038798490439963654,0.039,-0.1,0.24,11,2,0,29.9,0.04079849043996365,0.045,-0.15,-0.3,13,2,0,29.9,0.04479849043996365,0.048,-0.05,-0.25,15,2,0,29.9,-0.7782015095600363,-0.774,0.0,-0.23,2,2,0,29.9,0.04279849043996365,0.047,-0.01,-0.36,1,2,0,29.3,-0.7672015095600364,-0.765,0.02,-0.08,9,2,0,29.9
193,18386545352823,18386553975336,triangle_0.02,2.880076643999928,-0.02,8.622513,2.0012940003653057,2.4561600002925843,0.0629425048828125,62813,62583,0.04339846712000145,0.046,0.13,-0.02,9,2,0,29.9,0.04139846712000145,0.046,-0.14,-0.34,5,2,0,29.3,-0.7626015328799987,-0.761,0.0,0.0,3,2,0,30.6,-0.7726015328799984,-0.769,0.04,-0.18,8,2,0,29.3,0.038398467120001445,0.038,-0.13,0.1,1,2,0,29.9,0.04039846712000145,0.045,-0.02,-0.33,3,2,0,29.9,0.04439846712000145,0.048,0.01,-0.06,5,2,0,29.9,-0.7786015328799984,-0.775,0.04,-0.11,7,2,0,29.9,0.04239846712000145,0.046,-0.07,0.02,6,2,0,29.3,-0.7676015328799985,-0.765,-0.01,-0.1,14,2,0,29.9
194,18386565364581,18386573522691,triangle_0.02,2.9000852329991176,-0.02,8.15811,1.4931789992260747,2.049392001936212,0.06556510925292969,62814,62584,0.042998295340017645,0.046,0.0,-0.17,14,2,0,29.9,0.04099829534001764,0.045,0.1,-0.17,10,2,0,29.3,-0.7630017046599824,-0.762,-0.02,-0.09,8,2,0,30.6,-0.7730017046599823,-0.769,-0.02,-0.03,13,2,0,29.3,0.03799829534001764,0.038,-0.01,-0.02,6,2,0,29.9,0.03999829534001764,0.044,-0.12,-0.31,8,2,0,29.9,0.043998295340017646,0.048,0.03,0.04,10,2,0,29.9,-0.7790017046599823,-0.775,-0.04,-0.28,12,2,0,29.9,0.041998295340017644,0.046,-0.02,0.09,11,2,0,29.3,-0.7680017046599824,-0.765,0.04,-0.02,4,2,0,29.9
195,18386585350353,18386593382795,triangle_0.02,2.9200751339994895,-0.02,8.032442,1.4269040002545808,1.961707999726059,0.06651878356933594,62815,62585,0.042598497320010205,0.045,-0.08,-0.15,4,2,0,29.9,0.0405984973200102,0.045,0.07,-0.22,15,2,0,29.3,-0.7634015026799899,-0.762,0.02,-0.01,13,2,0,30.6,-0.7734015026799897,-0.77,0.08,-0.16,3,2,0,29.3,0.03759849732001021,0.037,-0.1,-0.02,11,2,0,29.9,0.0395984973200102,0.044,-0.12,-0.24,13,2,0,29.9,0.043598497320010206,0.047,0.01,-0.19,15,2,0,29.9,-0.7794015026799898,-0.776,0.03,-0.01,2,2,0,29.9,0.041598497320010204,0.044,0.06,0.0,1,2,0,29.3,-0.7684015026799899,-0.765,0.0,-0.08,9,2,0,29.9
196,18386605363647,18386615146717,triangle_0.02,2.9400854839987005,-0.02,9.78307,2.853647998563247,3.364643001987133,0.07414817810058594,62816,62586,0.042198290320026,0.045,0.17,0.0,9,2,0,29.9,0.040198290320025996,0.045,0.04,-0.07,5,2,0,29.3,-0.7638017096799741,-0.762,-0.02,-0.05,2,2,0,30.6,-0.773801709679974,-0.77,0.05,-0.16,7,2,0,29.3,0.037198290320026,0.037,-0.05,-0.01,1,2,0,29.9,0.039198290320025996,0.044,0.01,-0.39,2,2,0,29.9,0.043198290320026,0.047,0.0,-0.23,4,2,0,29.9,-0.779801709679974,-0.777,-0.09,-0.13,6,2,0,29.9,0.041198290320026,0.044,0.06,-0.13,5,2,0,29.3,-0.7688017096799741,-0.766,-0.04,-0.27,13,2,0,29.9
197,18386625346988,18386634546259,triangle_0.02,2.960072855999897,-0.02,9.199271,2.4157419975381345,2.9150899972592015,0.06937980651855469,62817,62587,0.041798542880002065,0.045,-0.09,-0.17,15,2,0,29.9,0.039798542880002064,0.045,0.09,0.09,11,2,0,29.3,-0.764201457119998,-0.763,-0.1,-0.06,8,2,0,30.6,-0.7742014571199979,-0.771,0.01,-0.04,13,2,0,29.3,0.03679854288000206,0.037,-0.11,-0.02,7,2,0,29.9,0.03879854288000206,0.044,0.08,-0.32,9,2,0,29.9,0.042798542880002066,0.047,-0.01,-0.04,11,2,0,29.9,-0.7802014571199979,-0.777,0.04,-0.17,13,2,0,29.9,0.040798542880002064,0.043,-0.02,0.07,12,2,0,29.3,-0.769201457119998,-0.766,0.0,-0.01,5,2,0,29.9
198,18386645347257,18386653933896,triangle_0.02,2.980075430001307,-0.02,8.586639,1.921931001561461,2.3942379993968643,0.064849853515625,62818,62588,0.04139849139997386,0.044,-0.03,-0.04,5,2,0,29.9,0.03939849139997386,0.042,0.05,-0.19,1,2,0,29.3,-0.7646015086000262,-0.763,0.09,0.05,13,2,0,30.6,-0.7746015086000261,-0.772,-0.16,0.01,3,2,0,29.3,0.036398491399973865,0.037,-0.05,0.08,12,2,0,29.9,0.03839849139997386,0.044,0.04,-0.3,14,2,0,29.9,0.04239849139997386,0.047,0.08,-0.32,1,2,0,29.9,-0.7806015086000261,-0.777,0.0,-0.24,3,2,0,29.9,0.04039849139997386,0.043,0.1,-0.14,2,2,0,29.3,-0.7696015086000262,-0.767,-0.06,-0.15,10,2,0,29.9
199,18386665351462,18386673477028,triangle_0.02,3.000075635001849,-0.02,8.125566,1.4434479999181349,2.047760001005372,0.06413459777832031,62819,62589,0.04099848729996303,0.044,-0.09,0.01,9,2,0,29.9,0.038998487299963025,0.043,0.06,-0.18,5,2,0,29.3,-0.765001512700037,-0.764,0.07,0.01,2,2,0,30.6,-0.7750015127000369,-0.772,0.04,-0.15,7,2,0,29.3,0.03599848729996302,0.037,-0.01,-0.05,1,2,0,29.9,0.037998487299963024,0.043,-0.06,-0.44,3,2,0,29.9,0.04199848729996303,0.047,0.06,-0.07,5,2,0,29.9,-0.7810015127000369,-0.778,0.04,-0.06,7,2,0,29.9,0.039998487299963026,0.042,0.13,-0.18,6,2,0,29.3,-0.770001512700037,-0.767,0.05,-0.22,14,2,0,29.9
200,18386685353972,18386693663064,triangle_0.02,3.020075968001038,-0.02,8.309092,1.3785500013909768,1.8403920003038365,0.064849853515625,62820,62590,0.04059848063997925,0.044,-0.05,-0.07,14,2,0,29.9,0.03859848063997925,0.042,-0.09,-0.25,10,2,0,29.3,-0.7654015193600208,-0.764,-0.06,-0.19,7,2,0,30.6,-0.7754015193600207,-0.772,0.0,-0.25,12,2,0,29.3,0.03559848063997925,0.037,0.12,-0.13,6,2,0,29.9,0.03759848063997925,0.042,-0.21,-0.37,8,2,0,29.9,0.04159848063997925,0.046,0.07,-0.2,10,2,0,29.9,-0.7814015193600207,-0.778,-0.09,-0.43,12,2,0,29.9,0.03959848063997925,0.042,-0.12,-0.15,11,2,0,29.3,-0.7704015193600208,-0.768,0.0,-0.09,4,2,0,29.9
201,18386705346336,18386713679078,triangle_0.02,3.0400750849985343,-0.02,8.332742,1.38114199944539,1.8381840018264484,0.06628036499023438,62821,62591,0.04019849830002932,0.043,0.07,-0.06,4,2,0,29.9,0.03819849830002932,0.042,-0.09,-0.31,15,2,0,29.3,-0.7658015016999707,-0.765,-0.06,-0.09,12,2,0,30.6,-0.7758015016999706,-0.773,-0.03,-0.07,2,2,0,29.3,0.035198498300029316,0.037,-0.08,-0.1,11,2,0,29.9,0.03719849830002932,0.042,-0.23,-0.28,13,2,0,29.9,0.04119849830002932,0.046,-0.14,-0.35,15,2,0,29.9,-0.7818015016999706,-0.778,-0.08,-0.16,2,2,0,29.9,0.03919849830002932,0.042,-0.13,-0.2,1,2,0,29.3,-0.7708015016999707,-0.769,-0.05,0.26,9,2,0,29.9
202,18386725353358,18386733493036,triangle_0.02,3.060077499001636,-0.02,8.139678,1.494042000558693,2.0814889976463746,0.06461143493652344,62822,62592,0.039798450019967284,0.043,-0.01,-0.09,9,2,0,29.9,0.03779845001996728,0.042,-0.06,-0.15,5,2,0,29.3,-0.7662015499800328,-0.765,0.18,-0.08,2,2,0,30.6,-0.7762015499800327,-0.773,-0.01,-0.29,7,2,0,29.3,0.034798450019967286,0.036,-0.06,-0.2,1,2,0,29.9,0.03679845001996728,0.04,0.03,-0.03,3,2,0,29.9,0.040798450019967285,0.045,0.04,-0.16,5,2,0,29.9,-0.7822015499800327,-0.778,-0.15,-0.26,7,2,0,29.9,0.03879845001996728,0.042,0.07,-0.01,6,2,0,29.3,-0.7712015499800328,-0.77,0.04,0.11,14,2,0,29.9
203,18386745349051,18386753394389,triangle_0.02,3.0800752399991325,-0.02,8.045338,1.4067749980313238,1.9821899986709468,0.06437301635742188,62823,62593,0.039398495200017355,0.042,-0.11,-0.19,14,2,0,29.9,0.037398495200017354,0.041,-0.03,-0.07,9,2,0,29.3,-0.7666015047999827,-0.765,-0.07,-0.08,7,2,0,30.6,-0.7766015047999826,-0.773,0.06,-0.26,12,2,0,29.3,0.03439849520001735,0.036,-0.04,-0.26,6,2,0,29.9,0.03639849520001735,0.039,0.0,-0.15,8,2,0,29.9,0.040398495200017356,0.044,-0.1,-0.09,10,2,0,29.9,-0.7826015047999826,-0.779,-0.14,-0.18,12,2,0,29.9,0.038398495200017355,0.041,-0.05,-0.11,11,2,0,29.3,-0.7716015047999827,-0.77,-0.19,-0.06,4,2,0,29.9
204,18386765352008,18386773946936,triangle_0.02,3.100077524999506,-0.02,8.594928,2.117011001246283,2.5736039970070124,0.0667572021484375,62824,62594,0.03899844950000988,0.041,-0.08,-0.26,4,2,0,29.9,0.036998449500009876,0.041,-0.18,-0.18,14,2,0,29.3,-0.7670015504999902,-0.765,-0.1,-0.05,12,2,0,30.6,-0.7770015504999901,-0.774,-0.1,-0.15,2,2,0,29.3,0.03399844950000988,0.035,-0.13,0.05,11,2,0,29.9,0.035998449500009876,0.039,-0.02,-0.21,12,2,0,29.9,0.03999844950000988,0.043,-0.17,-0.07,14,2,0,29.9,-0.7830015504999901,-0.779,-0.04,-0.36,1,2,0,29.9,0.03799844950000988,0.041,-0.09,-0.21,0,2,0,29.3,-0.7720015504999902,-0.77,0.02,-0.22,8,2,0,29.9
205,18386785351862,18386793381583,triangle_0.02,3.120076033999794,-0.02,8.029721,1.4091109987930395,1.981869001610903,0.0667572021484375,62825,62595,0.038598479320004125,0.04,0.0,-0.07,9,2,0,29.9,0.036598479320004124,0.04,-0.04,-0.17,4,2,0,29.3,-0.7674015206799959,-0.766,-0.09,0.01,2,2,0,30.6,-0.7774015206799958,-0.774,0.09,0.02,7,2,0,29.3,0.03359847932000412,0.035,0.03,0.08,1,2,0,29.9,0.03559847932000412,0.038,-0.11,-0.16,3,2,0,29.9,0.039598479320004126,0.041,-0.12,-0.09,5,2,0,29.9,-0.7834015206799958,-0.779,0.04,-0.31,7,2,0,29.9,0.037598479320004125,0.04,0.03,-0.04,6,2,0,29.3,-0.7724015206799959,-0.771,-0.02,0.04,14,2,0,29.9
206,18386805362179,18386814193084,triangle_0.02,3.1400835679996817,-0.02,8.830905,1.8161349980800878,2.2848250009701587,0.06580352783203125,62826,62596,0.03819832864000637,0.039,-0.08,0.08,14,2,0,29.9,0.03619832864000637,0.04,-0.18,-0.3,9,2,0,29.3,-0.7678016713599937,-0.766,-0.02,-0.09,7,2,0,30.6,-0.7778016713599936,-0.774,0.02,-0.09,12,2,0,29.3,0.033198328640006367,0.034,-0.15,-0.24,6,2,0,29.9,0.03519832864000637,0.038,0.07,0.02,8,2,0,29.9,0.03919832864000637,0.041,0.07,-0.07,10,2,0,29.9,-0.7838016713599936,-0.779,0.08,-0.22,12,2,0,29.9,0.03719832864000637,0.04,0.08,-0.21,11,2,0,29.3,-0.7728016713599937,-0.772,-0.15,-0.03,4,2,0,29.9
207,18386825350288,18386833429612,triangle_0.02,3.160075069001323,-0.02,8.079324,1.4471610011241864,2.031790998444194,0.06556510925292969,62827,62597,0.03779849861997355,0.039,0.03,0.11,4,2,0,29.9,0.03579849861997355,0.039,-0.01,-0.18,14,2,0,29.3,-0.7682015013800265,-0.766,0.03,-0.17,12,2,0,30.6,-0.7782015013800264,-0.774,-0.1,-0.09,2,2,0,29.3,0.032798498619973554,0.034,-0.04,-0.07,11,2,0,29.9,0.03479849861997355,0.037,0.0,-0.11,13,2,0,29.9,0.03879849861997355,0.04,-0.07,-0.03,0,2,0,29.9,-0.7842015013800264,-0.779,-0.06,-0.27,2,2,0,29.9,0.03679849861997355,0.04,0.0,-0.12,1,2,0,29.3,-0.7732015013800265,-0.772,0.0,-0.07,9,2,0,29.9
208,18386845345949,18386853305908,triangle_0.02,3.1800730020004266,-0.02,7.959959,1.3790619996143505,1.9632760013337247,0.06604194641113281,62828,62598,0.03739853995999148,0.039,0.14,0.12,9,2,0,29.9,0.035398539959991475,0.039,0.11,-0.26,4,2,0,29.3,-0.7686014600400086,-0.767,-0.12,-0.12,2,2,0,30.6,-0.7786014600400085,-0.775,0.02,-0.16,7,2,0,29.3,0.03239853995999148,0.034,-0.15,0.13,1,2,0,29.9,0.034398539959991474,0.037,0.09,-0.06,3,2,0,29.9,0.03839853995999148,0.04,-0.02,-0.14,5,2,0,29.9,-0.7846014600400085,-0.78,-0.05,-0.36,7,2,0,29.9,0.036398539959991476,0.039,0.04,-0.22,6,2,0,29.3,-0.7736014600400086,-0.772,0.0,0.1,14,2,0,29.9
209,18386865347306,18386873307297,triangle_0.02,3.2000751910018153,-0.02,7.959991,1.4366319992404897,1.9610689996625297,0.06318092346191406,62829,62599,0.03699849617996371,0.038,0.08,0.15,14,2,0,29.9,0.03499849617996371,0.039,0.03,-0.22,9,2,0,29.3,-0.7690015038200363,-0.767,-0.07,-0.14,7,2,0,30.6,-0.7790015038200362,-0.775,0.04,-0.22,12,2,0,29.3,0.03199849617996371,0.033,-0.06,-0.07,6,2,0,29.9,0.03399849617996371,0.037,-0.07,-0.07,7,2,0,29.9,0.03799849617996371,0.04,-0.13,-0.01,9,2,0,29.9,-0.7850015038200362,-0.779,-0.09,-0.22,11,2,0,29.9,0.03599849617996371,0.039,-0.08,-0.27,10,2,0,29.3,-0.7740015038200363,-0.773,0.04,0.06,3,2,0,29.9
