sample,host_request_ns,host_response_ns,phase,phase_time_s,loop_dt_ms,loop_lateness_ms,rpc_ms,server_spi_ms,server_total_ms,cache_age_ms,board_a_seq,board_b_seq,m12_target_rad,m12_q_rad,m12_dq_rad_s,m12_torque_nm,m12_age_ms,m12_mode,m12_fault,m12_snapshot_seq,m12_board_tick_ms,m12_temperature_c,m13_target_rad,m13_q_rad,m13_dq_rad_s,m13_torque_nm,m13_age_ms,m13_mode,m13_fault,m13_snapshot_seq,m13_board_tick_ms,m13_temperature_c,m21_target_rad,m21_q_rad,m21_dq_rad_s,m21_torque_nm,m21_age_ms,m21_mode,m21_fault,m21_snapshot_seq,m21_board_tick_ms,m21_temperature_c,m22_target_rad,m22_q_rad,m22_dq_rad_s,m22_torque_nm,m22_age_ms,m22_mode,m22_fault,m22_snapshot_seq,m22_board_tick_ms,m22_temperature_c,m23_target_rad,m23_q_rad,m23_dq_rad_s,m23_torque_nm,m23_age_ms,m23_mode,m23_fault,m23_snapshot_seq,m23_board_tick_ms,m23_temperature_c,m31_target_rad,m31_q_rad,m31_dq_rad_s,m31_torque_nm,m31_age_ms,m31_mode,m31_fault,m31_snapshot_seq,m31_board_tick_ms,m31_temperature_c,m32_target_rad,m32_q_rad,m32_dq_rad_s,m32_torque_nm,m32_age_ms,m32_mode,m32_fault,m32_snapshot_seq,m32_board_tick_ms,m32_temperature_c,m33_target_rad,m33_q_rad,m33_dq_rad_s,m33_torque_nm,m33_age_ms,m33_mode,m33_fault,m33_snapshot_seq,m33_board_tick_ms,m33_temperature_c,m42_target_rad,m42_q_rad,m42_dq_rad_s,m42_torque_nm,m42_age_ms,m42_mode,m42_fault,m42_snapshot_seq,m42_board_tick_ms,m42_temperature_c,m43_target_rad,m43_q_rad,m43_dq_rad_s,m43_torque_nm,m43_age_ms,m43_mode,m43_fault,m43_snapshot_seq,m43_board_tick_ms,m43_temperature_c
0,18156610176871,18156667223888,hold,2.688000677153468e-06,0.0,0.002688000677153468,57.047017,2.1965640007692855,50.21632399802911,0.06604194641113281,51272,51104,0.001,0.001,-0.1,-0.09,1,2,0,51272,18181210,29.9,0.0,0.0,-0.19,0.1,0,2,0,51272,18181210,29.3,-0.805,-0.805,-0.07,0.0,3,0,0,51272,18181210,29.9,-0.814,-0.814,0.0,0.0,4,0,0,51272,18181210,29.3,-0.003,-0.003,-0.01,0.0,4,0,0,51272,18181210,29.9,-0.002,-0.002,-0.07,0.0,7,0,0,51104,18181212,29.3,0.002,0.002,-0.07,0.0,7,0,0,51104,18181212,29.3,-0.812,-0.812,0.05,0.0,6,0,0,51104,18181212,29.9,0.001,0.001,0.08,0.0,6,0,0,51104,18181212,29.3,-0.81,-0.81,-0.04,0.0,6,0,0,51104,18181212,29.3
1,18156667414487,18156676970725,hold,0.0572853940029745,9.746837,0.0015360019460786134,9.556238,2.078000001347391,3.1359280001197476,0.06079673767089844,51273,51105,0.001,0.001,0.03,0.1,6,2,0,51273,18181225,29.9,0.0,0.0,-0.19,0.1,15,2,0,51273,18181225,29.3,-0.805,-0.806,-0.14,-0.11,3,2,0,51273,18181225,29.9,-0.814,-0.814,-0.01,-0.08,7,2,0,51273,18181225,29.3,-0.003,-0.003,0.07,0.04,12,2,0,51273,18181225,29.9,-0.002,-0.002,0.11,-0.12,7,2,0,51105,18181224,29.3,0.002,0.002,-0.09,0.08,10,2,0,51105,18181224,29.3,-0.812,-0.812,-0.12,0.21,11,2,0,51105,18181224,29.9,0.001,0.001,-0.08,0.07,3,2,0,51105,18181224,29.3,-0.81,-0.81,0.07,-0.01,3,2,0,51105,18181224,29.3
2,18156687495000,18156697136522,hold,0.07736520300022676,20.165797,0.0813449987617787,9.641522,1.9569390024116728,2.997651001351187,0.058650970458984375,51274,51106,0.001,0.001,-0.08,0.04,1,2,0,51274,18181235,29.9,0.0,0.0,-0.01,0.0,10,2,0,51274,18181235,29.3,-0.805,-0.806,-0.05,-0.05,10,2,0,51274,18181235,29.9,-0.814,-0.814,-0.04,-0.09,2,2,0,51274,18181235,29.3,-0.003,-0.003,0.05,0.09,7,2,0,51274,18181235,29.9,-0.002,-0.002,0.1,0.03,2,2,0,51106,18181234,29.3,0.002,0.001,0.09,-0.18,5,2,0,51106,18181234,29.3,-0.812,-0.812,-0.08,-0.02,7,2,0,51106,18181234,29.9,0.001,0.001,0.02,-0.01,10,2,0,51106,18181234,29.3,-0.81,-0.81,0.0,0.25,10,2,0,51106,18181234,29.3
3,18156707496982,18156717594009,hold,0.09736734500256716,20.457487,0.08348700066562742,10.097027,2.399355998932151,3.4104980004485697,0.0591278076171875,51275,51107,0.001,0.001,-0.01,0.06,6,2,0,51275,18181255,29.9,0.0,0.0,0.15,0.0,0,2,0,51275,18181255,29.3,-0.805,-0.805,-0.08,-0.08,3,2,0,51275,18181255,29.9,-0.814,-0.814,-0.09,0.03,7,2,0,51275,18181255,29.3,-0.003,-0.004,-0.09,-0.16,12,2,0,51275,18181255,29.9,-0.002,-0.002,-0.1,-0.03,7,2,0,51107,18181254,29.3,0.002,0.001,0.07,-0.18,10,2,0,51107,18181254,29.3,-0.812,-0.812,0.02,-0.08,12,2,0,51107,18181254,29.9,0.001,0.001,-0.2,0.16,3,2,0,51107,18181254,29.3,-0.81,-0.81,0.0,-0.01,3,2,0,51107,18181254,29.3
4,18156727496949,18156736913469,hold,0.11736782400112133,19.31946,0.08396599878324196,9.41652,2.086383999994723,3.1346799987659324,0.05626678466796875,51276,51108,0.001,0.001,-0.13,-0.17,11,2,0,51276,18181275,29.9,0.0,0.0,-0.01,-0.2,5,2,0,51276,18181275,29.3,-0.805,-0.805,-0.1,0.15,8,2,0,51276,18181275,29.9,-0.814,-0.814,0.04,-0.1,12,2,0,51276,18181275,29.3,-0.003,-0.003,0.03,-0.19,2,2,0,51276,18181275,29.9,-0.002,-0.002,-0.19,-0.04,12,2,0,51108,18181274,29.3,0.002,0.001,-0.01,-0.02,0,2,0,51108,18181274,29.3,-0.812,-0.812,0.07,-0.26,2,2,0,51108,18181274,29.9,0.001,0.001,-0.13,0.04,8,2,0,51108,18181274,29.3,-0.81,-0.81,-0.02,-0.1,8,2,0,51108,18181274,29.3
5,18156748239375,18156758391796,hold,0.13796938100131229,21.478327,0.6855229985376354,10.152421,2.0974250001017936,3.1446969987882767,0.06270408630371094,51277,51109,0.001,0.001,-0.16,0.14,1,2,0,51277,18181295,29.9,0.0,0.0,0.15,-0.02,10,2,0,51277,18181295,29.3,-0.805,-0.805,-0.13,-0.23,13,2,0,51277,18181295,29.9,-0.814,-0.814,0.02,0.05,2,2,0,51277,18181295,29.3,-0.003,-0.003,-0.07,0.23,7,2,0,51277,18181295,29.9,-0.002,-0.002,0.05,-0.04,2,2,0,51109,18181294,29.3,0.002,0.001,0.02,-0.02,5,2,0,51109,18181294,29.3,-0.812,-0.812,0.17,-0.1,7,2,0,51109,18181294,29.9,0.001,0.001,0.0,0.04,13,2,0,51109,18181294,29.3,-0.81,-0.81,-0.04,-0.04,13,2,0,51109,18181294,29.3
6,18156767501393,18156777207301,hold,0.15736753200326348,18.815505,0.08367400005226955,9.705908,2.2573019996343646,3.3303669988526963,0.06747245788574219,51278,51110,0.001,0.001,0.08,-0.02,7,2,0,51278,18181316,29.9,0.0,0.0,-0.16,0.03,1,2,0,51278,18181316,29.3,-0.805,-0.806,-0.02,0.12,4,2,0,51278,18181316,29.9,-0.814,-0.814,-0.07,-0.03,8,2,0,51278,18181316,29.3,-0.003,-0.003,-0.07,-0.01,13,2,0,51278,18181316,29.9,-0.002,-0.002,0.0,0.04,8,2,0,51110,18181315,29.3,0.002,0.001,0.02,0.05,11,2,0,51110,18181315,29.3,-0.812,-0.812,0.18,0.02,13,2,0,51110,18181315,29.9,0.001,0.001,-0.06,-0.02,4,2,0,51110,18181315,29.3,-0.81,-0.81,-0.07,0.01,4,2,0,51110,18181315,29.3
7,18156787495247,18156797191586,hold,0.17736442600289593,19.984285,0.08056799924816005,9.696339,2.1236329994280823,3.1837059977988247,0.06413459777832031,51279,51111,0.001,0.001,-0.02,0.16,11,2,0,51279,18181335,29.9,0.0,0.0,-0.16,0.06,5,2,0,51279,18181335,29.3,-0.805,-0.805,0.02,0.15,8,2,0,51279,18181335,29.9,-0.814,-0.814,-0.07,0.06,12,2,0,51279,18181335,29.3,-0.003,-0.003,0.02,-0.1,2,2,0,51279,18181335,29.9,-0.002,-0.002,0.1,0.07,11,2,0,51111,18181334,29.3,0.002,0.001,0.07,0.3,15,2,0,51111,18181334,29.3,-0.812,-0.812,0.01,-0.09,1,2,0,51111,18181334,29.9,0.001,0.001,0.03,0.06,8,2,0,51111,18181334,29.3,-0.81,-0.81,0.06,0.03,8,2,0,51111,18181334,29.3
8,18156807501581,18156817872090,hold,0.19737021600303706,20.680504,0.08635799895273522,10.370509,2.5811870000325143,3.591753000364406,0.06198883056640625,51280,51112,0.001,0.001,-0.01,0.0,1,2,0,51280,18181355,29.9,0.0,0.0,-0.04,0.07,10,2,0,51280,18181355,29.3,-0.805,-0.805,-0.01,-0.05,13,2,0,51280,18181355,29.9,-0.814,-0.814,-0.01,0.04,2,2,0,51280,18181355,29.3,-0.003,-0.004,-0.12,0.09,7,2,0,51280,18181355,29.9,-0.002,-0.002,-0.16,-0.28,1,2,0,51112,18181354,29.3,0.002,0.001,-0.12,0.03,5,2,0,51112,18181354,29.3,-0.812,-0.812,-0.12,0.04,6,2,0,51112,18181354,29.9,0.001,0.001,-0.07,0.05,13,2,0,51112,18181354,29.3,-0.81,-0.81,-0.02,-0.08,13,2,0,51112,18181354,29.3
9,18156827500139,18156837033784,hold,0.21736999000131618,19.161694,0.08613199679530226,9.533645,2.115601000696188,3.1204080005409196,0.06270408630371094,51281,51113,0.001,0.001,0.05,-0.02,6,2,0,51281,18181375,29.9,0.0,0.0,0.07,0.07,0,2,0,51281,18181375,29.3,-0.805,-0.805,0.12,0.11,3,2,0,51281,18181375,29.9,-0.814,-0.814,0.01,-0.09,7,2,0,51281,18181375,29.3,-0.003,-0.004,0.01,0.1,12,2,0,51281,18181375,29.9,-0.002,-0.002,-0.12,0.18,7,2,0,51113,18181375,29.3,0.002,0.001,-0.05,0.05,11,2,0,51113,18181375,29.3,-0.812,-0.812,-0.02,-0.07,12,2,0,51113,18181375,29.9,0.001,0.001,0.03,0.06,4,2,0,51113,18181375,29.3,-0.81,-0.81,-0.07,-0.07,4,2,0,51113,18181375,29.3
10,18156847496009,18156856351484,hold,0.23736726800052566,19.3177,0.08340999556821771,8.855475,1.4939139982743654,2.542689002439147,0.06341934204101562,51282,51114,0.001,0.001,-0.02,0.05,11,2,0,51282,18181395,29.9,0.0,0.0,0.13,0.04,5,2,0,51282,18181395,29.3,-0.805,-0.806,-0.03,0.08,8,2,0,51282,18181395,29.9,-0.814,-0.814,0.0,0.01,12,2,0,51282,18181395,29.3,-0.003,-0.003,0.03,0.09,2,2,0,51282,18181395,29.9,-0.002,-0.002,-0.02,-0.17,11,2,0,51114,18181394,29.3,0.002,0.001,0.01,-0.05,15,2,0,51114,18181394,29.3,-0.812,-0.812,0.08,-0.14,1,2,0,51114,18181394,29.9,0.001,0.001,0.05,0.01,8,2,0,51114,18181394,29.3,-0.81,-0.81,0.08,-0.05,8,2,0,51114,18181394,29.3
11,18156867517800,18156877205307,hold,0.25737718700111145,20.853823,0.09332899571745656,9.687507,2.2750319985789247,3.2927979991654865,0.06389617919921875,51283,51115,0.001,0.001,0.11,-0.07,1,2,0,51283,18181415,29.9,0.0,0.0,-0.02,0.13,10,2,0,51283,18181415,29.3,-0.805,-0.806,-0.03,0.0,13,2,0,51283,18181415,29.9,-0.814,-0.814,0.08,-0.06,2,2,0,51283,18181415,29.3,-0.003,-0.003,0.0,0.01,7,2,0,51283,18181415,29.9,-0.002,-0.002,0.1,-0.08,0,2,0,51115,18181413,29.3,0.002,0.001,-0.05,0.05,4,2,0,51115,18181413,29.3,-0.812,-0.812,0.07,0.11,5,2,0,51115,18181413,29.9,0.001,0.001,0.15,0.17,12,2,0,51115,18181413,29.3,-0.81,-0.81,-0.02,0.01,12,2,0,51115,18181413,29.3
12,18156887491717,18156896652740,hold,0.2773607039998751,19.447433,0.07684599404456094,9.161023,2.086544001940638,3.1326959979196545,0.06413459777832031,51284,51116,0.001,0.001,-0.07,0.21,6,2,0,51284,18181435,29.9,0.0,0.0,0.04,-0.02,15,2,0,51284,18181435,29.3,-0.805,-0.806,0.1,0.19,3,2,0,51284,18181435,29.9,-0.814,-0.814,0.02,0.17,7,2,0,51284,18181435,29.3,-0.003,-0.004,0.13,0.15,12,2,0,51284,18181435,29.9,-0.002,-0.002,0.0,-0.16,6,2,0,51116,18181434,29.3,0.002,0.001,0.07,0.1,10,2,0,51116,18181434,29.3,-0.812,-0.812,-0.11,-0.3,11,2,0,51116,18181434,29.9,0.001,0.0,-0.12,-0.17,3,2,0,51116,18181434,29.3,-0.81,-0.81,-0.15,0.0,3,2,0,51116,18181434,29.3
13,18156907488547,18156916447898,hold,0.29735929400339955,19.795158,0.07543599713244475,8.959351,1.5375310031231493,2.589122999779647,0.06413459777832031,51285,51117,0.001,0.001,0.0,-0.08,11,2,0,51285,18181455,29.9,0.0,0.0,0.03,-0.02,5,2,0,51285,18181455,29.3,-0.805,-0.805,0.01,-0.09,8,2,0,51285,18181455,29.9,-0.814,-0.814,-0.06,-0.04,12,2,0,51285,18181455,29.3,-0.003,-0.004,-0.13,-0.14,2,2,0,51285,18181455,29.9,-0.002,-0.002,0.02,-0.05,11,2,0,51117,18181454,29.3,0.002,0.001,0.07,-0.1,15,2,0,51117,18181454,29.3,-0.812,-0.812,0.15,0.02,1,2,0,51117,18181454,29.9,0.001,0.001,0.06,0.09,8,2,0,51117,18181454,29.3,-0.81,-0.81,-0.04,-0.17,8,2,0,51117,18181454,29.3
14,18156927495617,18156936824647,hold,0.31736748500043177,20.376749,0.08362699372810312,9.32903,2.0576149981934577,3.0976860034570564,0.064849853515625,51286,51118,0.001,0.001,0.02,0.01,1,2,0,51286,18181475,29.9,0.0,0.0,0.08,0.02,10,2,0,51286,18181475,29.3,-0.805,-0.805,0.06,0.14,13,2,0,51286,18181475,29.9,-0.814,-0.814,0.02,0.03,2,2,0,51286,18181475,29.3,-0.003,-0.004,-0.15,0.0,7,2,0,51286,18181475,29.9,-0.002,-0.002,-0.1,0.08,0,2,0,51118,18181473,29.3,0.002,0.001,-0.09,0.02,4,2,0,51118,18181473,29.3,-0.812,-0.812,0.11,-0.04,5,2,0,51118,18181473,29.9,0.001,0.001,0.0,-0.09,12,2,0,51118,18181473,29.3,-0.81,-0.81,0.07,0.2,12,2,0,51118,18181473,29.3
15,18156947499200,18156956669183,hold,0.33736901900192606,19.844536,0.08516099478583783,9.169983,1.4900089990987908,2.555425999162253,0.06604194641113281,51287,51119,0.001,0.001,-0.02,0.21,5,2,0,51287,18181494,29.9,0.0,0.0,0.12,-0.11,14,2,0,51287,18181494,29.3,-0.805,-0.805,0.06,0.23,2,2,0,51287,18181494,29.9,-0.814,-0.814,0.01,0.03,6,2,0,51287,18181494,29.3,-0.003,-0.004,0.11,-0.04,10,2,0,51287,18181494,29.9,-0.002,-0.002,-0.15,-0.16,6,2,0,51119,18181494,29.3,0.002,0.001,-0.02,0.09,10,2,0,51119,18181494,29.3,-0.812,-0.812,-0.06,0.36,11,2,0,51119,18181494,29.9,0.001,0.001,0.02,-0.03,3,2,0,51119,18181494,29.3,-0.81,-0.81,-0.07,0.17,3,2,0,51119,18181494,29.3
16,18156967501054,18156976098023,hold,0.35736997700223583,19.42884,0.08611899465904571,8.596969,1.5542669971182477,2.6002589984273072,0.06556510925292969,51288,51120,0.001,0.001,0.01,0.22,11,2,0,51288,18181515,29.9,0.0,0.0,-0.19,-0.07,5,2,0,51288,18181515,29.3,-0.805,-0.805,0.0,-0.15,8,2,0,51288,18181515,29.9,-0.814,-0.815,0.01,0.13,12,2,0,51288,18181515,29.3,-0.003,-0.004,-0.05,-0.14,1,2,0,51288,18181515,29.9,-0.002,-0.002,-0.05,-0.01,10,2,0,51120,18181513,29.3,0.002,0.001,-0.04,0.06,14,2,0,51120,18181513,29.3,-0.812,-0.812,0.05,0.04,0,2,0,51120,18181513,29.9,0.001,0.001,-0.03,0.11,7,2,0,51120,18181513,29.3,-0.81,-0.81,-0.06,0.06,7,2,0,51120,18181513,29.3
17,18156987495868,18156995877821,hold,0.37736690300152986,19.779798,0.08304499351652339,8.381953,1.4760880003450438,2.473790002113674,0.06341934204101562,51289,51121,0.001,0.001,0.19,-0.16,1,2,0,51289,18181535,29.9,0.0,0.0,0.03,0.02,10,2,0,51289,18181535,29.3,-0.805,-0.806,-0.01,0.1,13,2,0,51289,18181535,29.9,-0.814,-0.814,0.04,0.04,2,2,0,51289,18181535,29.3,-0.003,-0.004,-0.06,-0.11,6,2,0,51289,18181535,29.9,-0.002,-0.002,-0.18,0.04,0,2,0,51121,18181533,29.3,0.002,0.001,-0.09,0.1,4,2,0,51121,18181533,29.3,-0.812,-0.812,0.01,-0.07,5,2,0,51121,18181533,29.9,0.001,0.001,-0.02,0.17,12,2,0,51121,18181533,29.3,-0.81,-0.81,-0.02,0.07,12,2,0,51121,18181533,29.3
18,18157007494778,18157016633560,hold,0.3973666130004858,20.755739,0.08275499203591608,9.138782,1.5472910017706454,2.58352300079423,0.064849853515625,51290,51122,0.001,0.001,-0.04,-0.05,6,2,0,51290,18181555,29.9,0.0,0.0,-0.06,-0.19,15,2,0,51290,18181555,29.3,-0.805,-0.805,0.14,-0.14,3,2,0,51290,18181555,29.9,-0.814,-0.814,0.18,-0.1,7,2,0,51290,18181555,29.3,-0.003,-0.004,0.09,0.16,11,2,0,51290,18181555,29.9,-0.002,-0.002,-0.15,-0.02,5,2,0,51122,18181553,29.3,0.002,0.001,0.04,0.1,9,2,0,51122,18181553,29.3,-0.812,-0.812,0.07,-0.08,10,2,0,51122,18181553,29.9,0.001,0.001,0.03,0.1,2,2,0,51122,18181553,29.3,-0.81,-0.81,0.02,-0.05,2,2,0,51122,18181553,29.3
19,18157027503448,18157036229255,hold,0.4173731070004578,19.595695,0.08924899157136679,8.725807,1.4568879996659234,2.449917999911122,0.06437301635742188,51291,51123,0.001,0.001,-0.02,0.05,11,2,0,51291,18181575,29.9,0.0,-0.001,-0.04,-0.18,5,2,0,51291,18181575,29.3,-0.805,-0.805,-0.12,0.0,8,2,0,51291,18181575,29.9,-0.814,-0.814,0.04,-0.04,12,2,0,51291,18181575,29.3,-0.003,-0.004,-0.01,0.02,1,2,0,51291,18181575,29.9,-0.002,-0.002,-0.09,0.18,10,2,0,51123,18181573,29.3,0.002,0.001,0.1,-0.01,14,2,0,51123,18181573,29.3,-0.812,-0.812,-0.14,-0.01,0,2,0,51123,18181573,29.9,0.001,0.001,0.16,0.12,7,2,0,51123,18181573,29.3,-0.81,-0.81,0.01,0.01,7,2,0,51123,18181573,29.3
20,18157047499926,18157057223211,hold,0.4373690090033051,20.993956,0.08515099398209713,9.723285,2.048141999694053,3.082422001170926,0.06651878356933594,51292,51124,0.001,0.001,-0.21,0.11,15,2,0,51292,18181595,29.9,0.0,0.0,-0.04,0.17,10,2,0,51292,18181595,29.3,-0.805,-0.805,-0.03,-0.07,13,2,0,51292,18181595,29.9,-0.814,-0.814,-0.09,-0.1,2,2,0,51292,18181595,29.3,-0.003,-0.003,-0.06,0.13,6,2,0,51292,18181595,29.9,-0.002,-0.002,0.05,0.05,0,2,0,51124,18181593,29.3,0.002,0.001,0.04,-0.02,4,2,0,51124,18181593,29.3,-0.812,-0.812,-0.05,0.06,5,2,0,51124,18181593,29.9,0.001,0.001,0.05,0.1,12,2,0,51124,18181593,29.3,-0.81,-0.81,-0.12,-0.04,12,2,0,51124,18181593,29.3
21,18157067498068,18157077188743,hold,0.45736177500293707,19.965532,0.0779169931774959,9.690675,2.246230000309879,3.3375989987689536,0.07367134094238281,51293,51125,0.001,0.001,-0.11,-0.16,5,2,0,51293,18181615,29.9,0.0,0.0,-0.01,-0.09,15,2,0,51293,18181615,29.3,-0.805,-0.805,-0.01,0.16,3,2,0,51293,18181615,29.9,-0.814,-0.814,-0.15,-0.07,6,2,0,51293,18181615,29.3,-0.003,-0.004,-0.11,-0.02,11,2,0,51293,18181615,29.9,-0.002,-0.002,-0.02,0.07,6,2,0,51125,18181614,29.3,0.002,0.001,0.12,-0.04,10,2,0,51125,18181614,29.3,-0.812,-0.812,0.06,-0.19,11,2,0,51125,18181614,29.9,0.001,0.001,-0.01,-0.07,2,2,0,51125,18181614,29.3,-0.81,-0.81,0.04,0.18,3,2,0,51125,18181614,29.3
22,18157087493906,18157096297123,hold,0.4773617730024853,19.10838,0.077914992289152,8.803217,1.5262019987858366,2.608388000226114,0.07581710815429688,51294,51126,0.001,0.001,-0.04,-0.04,10,2,0,51294,18181635,29.9,0.0,0.0,0.02,0.14,5,2,0,51294,18181635,29.3,-0.805,-0.805,-0.21,-0.03,8,2,0,51294,18181635,29.9,-0.814,-0.814,-0.05,0.05,11,2,0,51294,18181635,29.3,-0.003,-0.003,-0.04,0.05,1,2,0,51294,18181635,29.9,-0.002,-0.002,0.07,0.1,11,2,0,51126,18181634,29.3,0.002,0.001,-0.13,0.13,15,2,0,51126,18181634,29.3,-0.812,-0.812,-0.07,-0.19,1,2,0,51126,18181634,29.9,0.001,0.001,-0.02,0.06,7,2,0,51126,18181634,29.3,-0.81,-0.81,0.12,-0.02,8,2,0,51126,18181634,29.3
23,18157107494256,18157116774836,hold,0.49736077900161035,20.477713,0.07692099097766913,9.28058,1.5493070022785105,2.6337640010751784,0.07462501525878906,51295,51127,0.001,0.001,0.13,-0.18,0,2,0,51295,18181655,29.9,0.0,0.0,-0.02,0.06,10,2,0,51295,18181655,29.3,-0.805,-0.806,-0.09,0.14,13,2,0,51295,18181655,29.9,-0.814,-0.814,0.02,0.12,1,2,0,51295,18181655,29.3,-0.003,-0.004,0.01,-0.12,6,2,0,51295,18181655,29.9,-0.002,-0.002,-0.08,0.22,0,2,0,51127,18181653,29.3,0.002,0.001,-0.07,0.14,3,2,0,51127,18181653,29.3,-0.812,-0.812,-0.02,-0.18,5,2,0,51127,18181653,29.9,0.001,0.001,0.0,-0.09,11,2,0,51127,18181653,29.3,-0.81,-0.81,-0.1,-0.23,12,2,0,51127,18181653,29.3
24,18157127493550,18157136706767,hold,0.5173587290009891,19.931931,0.07487098991987295,9.213217,1.4889849990140647,2.5824340009421576,0.07486343383789062,51296,51128,0.001,0.001,0.14,-0.04,5,2,0,51296,18181675,29.9,0.0,-0.001,0.02,0.08,15,2,0,51296,18181675,29.3,-0.805,-0.805,0.03,0.13,3,2,0,51296,18181675,29.9,-0.814,-0.814,0.07,-0.04,6,2,0,51296,18181675,29.3,-0.003,-0.004,-0.1,0.03,11,2,0,51296,18181675,29.9,-0.002,-0.002,0.22,-0.13,6,2,0,51128,18181674,29.3,0.002,0.001,-0.07,0.13,9,2,0,51128,18181674,29.3,-0.812,-0.812,-0.04,0.22,11,2,0,51128,18181674,29.9,0.001,0.001,0.0,-0.19,2,2,0,51128,18181674,29.3,-0.81,-0.81,0.16,0.11,3,2,0,51128,18181674,29.3
25,18157147493165,18157156653483,hold,0.537361223003245,19.946716,0.07736499173915945,9.160318,1.4515760012727696,2.5414410010853317,0.07653236389160156,51297,51129,0.001,0.001,-0.09,-0.08,10,2,0,51297,18181695,29.9,0.0,0.0,0.13,-0.08,5,2,0,51297,18181695,29.3,-0.805,-0.805,0.05,-0.32,8,2,0,51297,18181695,29.9,-0.814,-0.814,0.0,-0.16,11,2,0,51297,18181695,29.3,-0.003,-0.004,0.02,-0.01,1,2,0,51297,18181695,29.9,-0.002,-0.002,-0.09,0.06,10,2,0,51129,18181693,29.3,0.002,0.001,-0.09,0.06,13,2,0,51129,18181693,29.3,-0.812,-0.812,0.07,0.07,0,2,0,51129,18181693,29.9,0.001,0.001,-0.02,0.09,6,2,0,51129,18181693,29.3,-0.81,-0.81,-0.09,-0.03,7,2,0,51129,18181693,29.3
26,18157167491243,18157177242112,hold,0.5573598770024546,20.588629,0.07601899051223882,9.750869,2.5005759998748545,3.528871002345113,0.07510185241699219,51298,51130,0.001,0.001,0.06,0.03,0,2,0,51298,18181715,29.9,0.0,0.0,0.07,-0.06,10,2,0,51298,18181715,29.3,-0.805,-0.806,0.16,0.06,13,2,0,51298,18181715,29.9,-0.814,-0.814,0.06,0.13,1,2,0,51298,18181715,29.3,-0.003,-0.004,-0.01,-0.02,6,2,0,51298,18181715,29.9,-0.002,-0.002,-0.12,0.09,0,2,0,51130,18181713,29.3,0.002,0.001,-0.06,0.09,3,2,0,51130,18181713,29.3,-0.812,-0.812,0.02,-0.21,5,2,0,51130,18181713,29.9,0.001,0.001,-0.08,0.04,11,2,0,51130,18181713,29.3,-0.81,-0.81,0.08,-0.02,12,2,0,51130,18181713,29.3
27,18157187498089,18157196290874,hold,0.577363652002532,19.048762,0.07979399015312083,8.792785,1.5004419983597472,2.5760669996088836,0.07677078247070312,51299,51131,0.001,0.001,0.03,-0.01,5,2,0,51299,18181735,29.9,0.0,0.0,0.05,0.03,15,2,0,51299,18181735,29.3,-0.805,-0.805,-0.08,0.14,3,2,0,51299,18181735,29.9,-0.814,-0.814,0.0,-0.09,6,2,0,51299,18181735,29.3,-0.003,-0.003,0.04,-0.14,11,2,0,51299,18181735,29.9,-0.002,-0.002,-0.06,-0.14,6,2,0,51131,18181734,29.3,0.002,0.001,0.03,-0.1,9,2,0,51131,18181734,29.3,-0.812,-0.812,0.0,-0.17,11,2,0,51131,18181734,29.9,0.001,0.001,-0.01,0.19,2,2,0,51131,18181734,29.3,-0.81,-0.81,-0.05,0.13,3,2,0,51131,18181734,29.3
28,18157207492615,18157217029300,hold,0.5973608660024183,20.738426,0.07700798960286193,9.536685,1.8386310002824757,2.9049759978079237,0.07605552673339844,51300,51132,0.001,0.001,-0.18,-0.04,10,2,0,51300,18181755,29.9,0.0,0.0,0.15,-0.22,5,2,0,51300,18181755,29.3,-0.805,-0.805,0.06,0.21,8,2,0,51300,18181755,29.9,-0.814,-0.814,-0.07,-0.15,11,2,0,51300,18181755,29.3,-0.003,-0.003,0.02,0.03,1,2,0,51300,18181755,29.9,-0.002,-0.002,0.02,0.08,10,2,0,51132,18181753,29.3,0.002,0.002,0.09,-0.04,13,2,0,51132,18181753,29.3,-0.812,-0.812,0.05,0.1,0,2,0,51132,18181753,29.9,0.001,0.001,-0.02,0.14,6,2,0,51132,18181753,29.3,-0.81,-0.81,0.02,-0.04,7,2,0,51132,18181753,29.3
29,18157227494469,18157237308029,hold,0.6173633920006978,20.278729,0.07953398744575679,9.81356,2.1378100027504843,3.165722002449911,0.07605552673339844,51301,51133,0.001,0.001,0.12,0.0,0,2,0,51301,18181775,29.9,0.0,0.0,0.11,-0.07,10,2,0,51301,18181775,29.3,-0.805,-0.805,0.01,0.34,13,2,0,51301,18181775,29.9,-0.814,-0.814,-0.15,0.16,1,2,0,51301,18181775,29.3,-0.003,-0.004,0.06,0.1,6,2,0,51301,18181775,29.9,-0.002,-0.002,0.13,0.05,1,2,0,51133,18181774,29.3,0.002,0.001,0.07,0.0,4,2,0,51133,18181774,29.3,-0.812,-0.812,-0.01,-0.28,6,2,0,51133,18181774,29.9,0.001,0.0,-0.1,-0.03,12,2,0,51133,18181774,29.3,-0.81,-0.81,0.12,-0.32,13,2,0,51133,18181774,29.3
