sample,host_request_ns,host_response_ns,phase,phase_time_s,loop_dt_ms,loop_lateness_ms,rpc_ms,server_spi_ms,server_total_ms,cache_age_ms,board_a_seq,board_b_seq,m12_target_rad,m12_q_rad,m12_dq_rad_s,m12_torque_nm,m12_age_ms,m12_mode,m12_fault,m12_snapshot_seq,m12_board_tick_ms,m12_temperature_c,m13_target_rad,m13_q_rad,m13_dq_rad_s,m13_torque_nm,m13_age_ms,m13_mode,m13_fault,m13_snapshot_seq,m13_board_tick_ms,m13_temperature_c,m21_target_rad,m21_q_rad,m21_dq_rad_s,m21_torque_nm,m21_age_ms,m21_mode,m21_fault,m21_snapshot_seq,m21_board_tick_ms,m21_temperature_c,m22_target_rad,m22_q_rad,m22_dq_rad_s,m22_torque_nm,m22_age_ms,m22_mode,m22_fault,m22_snapshot_seq,m22_board_tick_ms,m22_temperature_c,m23_target_rad,m23_q_rad,m23_dq_rad_s,m23_torque_nm,m23_age_ms,m23_mode,m23_fault,m23_snapshot_seq,m23_board_tick_ms,m23_temperature_c,m31_target_rad,m31_q_rad,m31_dq_rad_s,m31_torque_nm,m31_age_ms,m31_mode,m31_fault,m31_snapshot_seq,m31_board_tick_ms,m31_temperature_c,m32_target_rad,m32_q_rad,m32_dq_rad_s,m32_torque_nm,m32_age_ms,m32_mode,m32_fault,m32_snapshot_seq,m32_board_tick_ms,m32_temperature_c,m33_target_rad,m33_q_rad,m33_dq_rad_s,m33_torque_nm,m33_age_ms,m33_mode,m33_fault,m33_snapshot_seq,m33_board_tick_ms,m33_temperature_c,m42_target_rad,m42_q_rad,m42_dq_rad_s,m42_torque_nm,m42_age_ms,m42_mode,m42_fault,m42_snapshot_seq,m42_board_tick_ms,m42_temperature_c,m43_target_rad,m43_q_rad,m43_dq_rad_s,m43_torque_nm,m43_age_ms,m43_mode,m43_fault,m43_snapshot_seq,m43_board_tick_ms,m43_temperature_c
0,17909531247422,17909584303401,hold,3.2000025385059416e-06,0.0,0.0032000025385059416,53.055979,1.9960740028182045,47.015019998070784,0.029325485229492188,38922,38754,0.001,0.001,-0.04,-0.15,1,2,0,38922,17934131,29.3,0.001,0.001,-0.03,0.0,3,0,0,38922,17934131,28.6,-0.805,-0.805,0.0,0.0,3,0,0,38922,17934131,29.3,-0.813,-0.813,-0.03,0.0,3,0,0,38922,17934131,28.6,-0.001,-0.001,-0.03,0.0,3,0,0,38922,17934131,29.3,-0.003,-0.003,0.03,0.11,1,2,0,38754,17934133,28.6,0.002,0.002,0.04,0.03,1,2,0,38754,17934133,28.6,-0.811,-0.811,0.1,0.0,3,0,0,38754,17934133,29.3,0.002,0.002,-0.07,0.0,7,0,0,38754,17934133,28.6,-0.809,-0.809,0.15,0.0,2,0,0,38754,17934133,29.3
1,17909584498800,17909592322386,hold,0.053295667999918805,8.018985,0.0016640005924273282,7.823586,1.8087070020555984,2.3068059999786783,0.030517578125,38923,38755,0.001,0.001,0.02,0.23,11,2,0,38923,17934146,29.3,0.001,0.001,0.04,0.09,14,2,0,38923,17934146,28.6,-0.805,-0.805,0.06,-0.03,10,2,0,38923,17934146,29.3,-0.813,-0.812,0.06,-0.04,14,2,0,38923,17934146,28.6,-0.001,-0.001,-0.05,-0.02,5,2,0,38923,17934146,29.3,-0.003,-0.003,0.03,0.11,13,2,0,38755,17934145,28.6,0.002,0.002,-0.07,0.01,8,2,0,38755,17934145,28.6,-0.811,-0.811,0.05,-0.08,10,2,0,38755,17934145,29.3,0.002,0.002,0.22,-0.07,9,2,0,38755,17934145,28.6,-0.809,-0.809,-0.07,-0.16,9,2,0,38755,17934145,29.3
2,17909604579416,17909611629468,hold,0.07337724399985746,19.307082,0.08324000009451993,7.050052,2.151248001609929,2.6259850019414444,0.028848648071289062,38924,38756,0.001,0.001,-0.02,-0.19,3,2,0,38924,17934153,29.3,0.001,0.001,-0.03,-0.09,6,2,0,38924,17934153,28.6,-0.805,-0.805,0.1,-0.19,2,2,0,38924,17934153,29.3,-0.813,-0.813,-0.03,0.07,6,2,0,38924,17934153,28.6,-0.001,-0.002,-0.04,0.0,6,2,0,38924,17934153,29.3,-0.003,-0.003,0.0,-0.06,5,2,0,38756,17934152,28.6,0.002,0.002,-0.05,0.24,6,2,0,38756,17934152,28.6,-0.811,-0.811,0.0,-0.06,6,2,0,38756,17934152,29.3,0.002,0.002,-0.09,-0.05,1,2,0,38756,17934152,28.6,-0.809,-0.809,0.08,-0.01,6,2,0,38756,17934152,29.3
3,17909624574044,17909630794882,hold,0.09337161599978572,19.165414,0.07761199958622456,6.220838,1.4371090001077391,1.9052869974984787,0.027418136596679688,38925,38757,0.001,0.002,-0.01,-0.03,8,2,0,38925,17934173,29.3,0.001,0.001,0.04,0.02,11,2,0,38925,17934173,28.6,-0.805,-0.805,0.18,-0.08,7,2,0,38925,17934173,29.3,-0.813,-0.813,0.04,0.07,11,2,0,38925,17934173,28.6,-0.001,-0.002,-0.19,-0.22,2,2,0,38925,17934173,29.3,-0.003,-0.003,0.03,-0.07,10,2,0,38757,17934172,28.6,0.002,0.002,0.03,-0.06,5,2,0,38757,17934172,28.6,-0.811,-0.811,-0.12,-0.16,12,2,0,38757,17934172,29.3,0.002,0.002,0.12,0.05,6,2,0,38757,17934172,28.6,-0.809,-0.81,-0.01,-0.11,11,2,0,38757,17934172,29.3
4,17909644574688,17909651686471,hold,0.11337386000013794,20.891589,0.07985599950188771,7.111783,1.9462159980321303,2.4245700005849358,0.0286102294921875,38926,38758,0.001,0.001,0.09,0.07,13,2,0,38926,17934193,29.3,0.001,0.001,-0.1,-0.11,1,2,0,38926,17934193,28.6,-0.805,-0.805,0.09,0.22,12,2,0,38926,17934193,29.3,-0.813,-0.813,-0.06,-0.02,1,2,0,38926,17934193,28.6,-0.001,-0.001,0.08,-0.08,7,2,0,38926,17934193,29.3,-0.003,-0.003,0.0,0.0,15,2,0,38758,17934192,28.6,0.002,0.002,-0.06,-0.02,10,2,0,38758,17934192,28.6,-0.811,-0.811,0.09,-0.02,2,2,0,38758,17934192,29.3,0.002,0.002,0.16,0.02,11,2,0,38758,17934192,28.6,-0.809,-0.809,0.04,-0.07,1,2,0,38758,17934192,29.3
5,17909664599301,17909681806914,hold,0.13338647199998377,30.120443,0.09246799891116098,17.207613,1.9336709992785472,2.481307998095872,0.036716461181640625,38927,38759,0.001,0.001,-0.18,-0.13,3,2,0,38927,17934213,29.3,0.001,0.001,0.07,0.02,6,2,0,38927,17934213,28.6,-0.805,-0.805,0.1,-0.02,2,2,0,38927,17934213,29.3,-0.813,-0.813,0.01,-0.1,6,2,0,38927,17934213,28.6,-0.001,-0.001,0.1,0.03,12,2,0,38927,17934213,29.3,-0.003,-0.003,-0.04,0.24,5,2,0,38759,17934212,28.6,0.002,0.002,0.0,0.04,15,2,0,38759,17934212,28.6,-0.811,-0.811,-0.11,0.19,7,2,0,38759,17934212,29.3,0.002,0.002,-0.05,-0.13,1,2,0,38759,17934212,28.6,-0.809,-0.809,-0.11,0.0,6,2,0,38759,17934212,29.3
6,17909684584104,17909691707856,hold,0.15338058800261933,9.900942,0.08658400111016817,7.123752,2.0918219997838605,2.5636780010245275,0.027418136596679688,38928,38760,0.001,0.001,0.06,-0.08,9,2,0,38928,17934234,29.3,0.001,0.001,-0.09,0.02,12,2,0,38928,17934234,28.6,-0.805,-0.805,-0.09,0.16,7,2,0,38928,17934234,29.3,-0.813,-0.813,-0.07,-0.22,12,2,0,38928,17934234,28.6,-0.001,-0.001,0.04,0.31,3,2,0,38928,17934234,29.3,-0.003,-0.003,-0.15,-0.21,11,2,0,38760,17934233,28.6,0.002,0.002,0.12,-0.1,6,2,0,38760,17934233,28.6,-0.811,-0.811,-0.12,0.04,13,2,0,38760,17934233,29.3,0.002,0.002,-0.13,0.03,7,2,0,38760,17934233,28.6,-0.809,-0.809,0.09,-0.12,12,2,0,38760,17934233,29.3
7,17909704577196,17909712192710,hold,0.17337505600153236,20.484854,0.08105199958663434,7.615514,2.695748000405729,3.1532690009044018,0.025987625122070312,38929,38761,0.001,0.001,-0.05,0.03,13,2,0,38929,17934253,29.3,0.001,0.001,0.01,0.06,1,2,0,38929,17934253,28.6,-0.805,-0.805,-0.01,-0.03,12,2,0,38929,17934253,29.3,-0.813,-0.813,0.1,-0.05,1,2,0,38929,17934253,28.6,-0.001,-0.001,-0.02,-0.15,7,2,0,38929,17934253,29.3,-0.003,-0.003,-0.04,0.0,0,2,0,38761,17934252,28.6,0.002,0.002,0.27,0.1,10,2,0,38761,17934252,28.6,-0.811,-0.811,-0.02,-0.13,2,2,0,38761,17934252,29.3,0.002,0.002,0.02,0.01,11,2,0,38761,17934252,28.6,-0.809,-0.809,-0.01,-0.1,1,2,0,38761,17934252,29.3
8,17909724575761,17909731402989,hold,0.19337496500156703,19.210279,0.08096099918475375,6.827228,1.9939300000260118,2.4519309990864713,0.02574920654296875,38930,38762,0.001,0.001,0.02,-0.23,3,2,0,38930,17934273,29.3,0.001,0.001,0.06,0.17,6,2,0,38930,17934273,28.6,-0.805,-0.805,0.07,-0.18,2,2,0,38930,17934273,29.3,-0.813,-0.813,0.01,-0.1,6,2,0,38930,17934273,28.6,-0.001,-0.001,0.04,0.27,12,2,0,38930,17934273,29.3,-0.003,-0.003,0.03,-0.14,6,2,0,38762,17934273,28.6,0.002,0.002,0.03,-0.26,1,2,0,38762,17934273,28.6,-0.811,-0.811,-0.06,0.14,7,2,0,38762,17934273,29.3,0.002,0.002,0.05,0.06,2,2,0,38762,17934273,28.6,-0.809,-0.809,0.04,-0.02,7,2,0,38762,17934273,29.3
9,17909744576021,17909751109671,hold,0.2133743609992962,19.706682,0.08035699647734873,6.53365,1.7505930009065196,2.203792999353027,0.026941299438476562,38931,38763,0.001,0.001,0.13,0.01,8,2,0,38931,17934293,29.3,0.001,0.001,-0.03,-0.02,11,2,0,38931,17934293,28.6,-0.805,-0.805,0.01,0.14,6,2,0,38931,17934293,29.3,-0.813,-0.813,-0.02,-0.07,11,2,0,38931,17934293,28.6,-0.001,-0.002,0.09,0.07,2,2,0,38931,17934293,29.3,-0.003,-0.003,-0.02,-0.04,10,2,0,38763,17934292,28.6,0.002,0.002,-0.02,-0.2,5,2,0,38763,17934292,28.6,-0.811,-0.811,-0.03,0.0,11,2,0,38763,17934292,29.3,0.002,0.002,-0.11,-0.04,6,2,0,38763,17934292,28.6,-0.809,-0.809,-0.09,-0.34,11,2,0,38763,17934292,29.3
10,17909764577433,17909771492633,hold,0.23337404500125558,20.382962,0.08004099800018594,6.9152,2.101677000609925,2.5575670006219298,0.02574920654296875,38932,38764,0.001,0.002,-0.04,0.04,13,2,0,38932,17934313,29.3,0.001,0.001,0.0,-0.01,1,2,0,38932,17934313,28.6,-0.805,-0.805,-0.06,0.05,11,2,0,38932,17934313,29.3,-0.813,-0.813,0.1,-0.02,1,2,0,38932,17934313,28.6,-0.001,-0.001,0.03,-0.12,6,2,0,38932,17934313,29.3,-0.003,-0.003,-0.05,-0.27,15,2,0,38764,17934312,28.6,0.002,0.002,0.09,0.1,10,2,0,38764,17934312,28.6,-0.811,-0.811,0.07,-0.24,1,2,0,38764,17934312,29.3,0.002,0.002,0.11,0.01,11,2,0,38764,17934312,28.6,-0.809,-0.809,0.0,-0.15,0,2,0,38764,17934312,29.3
11,17909784577245,17909793832148,hold,0.2533756810007617,22.339515,0.08167699706973508,9.254903,2.5828149991866667,3.0367850013135467,0.027418136596679688,38933,38765,0.001,0.001,-0.1,0.11,3,2,0,38933,17934333,29.3,0.001,0.001,0.03,0.06,6,2,0,38933,17934333,28.6,-0.805,-0.805,0.0,-0.15,1,2,0,38933,17934333,29.3,-0.813,-0.813,-0.07,-0.05,6,2,0,38933,17934333,28.6,-0.001,-0.001,0.02,-0.12,12,2,0,38933,17934333,29.3,-0.003,-0.003,-0.13,-0.14,5,2,0,38765,17934332,28.6,0.002,0.002,-0.1,-0.03,15,2,0,38765,17934332,28.6,-0.811,-0.811,-0.06,0.06,6,2,0,38765,17934332,29.3,0.002,0.002,-0.04,0.07,1,2,0,38765,17934332,28.6,-0.809,-0.809,-0.07,0.17,5,2,0,38765,17934332,29.3
12,17909804580769,17909811532451,hold,0.27337991000240436,17.700303,0.0859059982758481,6.951682,2.160464002372464,2.6161929999943823,0.026941299438476562,38934,38766,0.001,0.001,0.02,0.05,8,2,0,38934,17934353,29.3,0.001,0.001,0.0,0.04,11,2,0,38934,17934353,28.6,-0.805,-0.805,-0.19,0.14,6,2,0,38934,17934353,29.3,-0.813,-0.813,-0.07,-0.06,11,2,0,38934,17934353,28.6,-0.001,-0.001,0.02,-0.04,1,2,0,38934,17934353,29.3,-0.003,-0.003,0.02,0.02,11,2,0,38766,17934353,28.6,0.002,0.002,0.14,-0.11,6,2,0,38766,17934353,28.6,-0.811,-0.811,-0.09,0.07,12,2,0,38766,17934353,29.3,0.002,0.002,-0.01,-0.04,7,2,0,38766,17934353,28.6,-0.809,-0.809,-0.16,-0.12,11,2,0,38766,17934353,29.3
13,17909824577350,17909831411618,hold,0.2933753700017405,19.879167,0.08136599717545323,6.834268,2.0518199999060016,2.5013730009959545,0.027418136596679688,38935,38767,0.001,0.002,0.04,-0.2,13,2,0,38935,17934373,29.3,0.001,0.001,-0.07,-0.09,1,2,0,38935,17934373,28.6,-0.805,-0.805,0.12,0.23,11,2,0,38935,17934373,29.3,-0.813,-0.813,-0.05,0.2,1,2,0,38935,17934373,28.6,-0.001,-0.001,0.02,0.1,6,2,0,38935,17934373,29.3,-0.003,-0.003,0.02,0.26,0,2,0,38767,17934372,28.6,0.002,0.002,0.08,-0.07,10,2,0,38767,17934372,28.6,-0.811,-0.811,0.03,0.05,1,2,0,38767,17934372,29.3,0.002,0.002,-0.03,-0.1,11,2,0,38767,17934372,28.6,-0.809,-0.809,-0.01,-0.02,0,2,0,38767,17934372,29.3
14,17909844575306,17909851476937,hold,0.31337454200183856,20.065319,0.08053799683693796,6.901631,2.1594719983113464,2.609920997201698,0.026464462280273438,38936,38768,0.001,0.002,0.05,0.05,2,2,0,38936,17934393,29.3,0.001,0.001,-0.06,-0.11,6,2,0,38936,17934393,28.6,-0.805,-0.805,0.02,-0.22,1,2,0,38936,17934393,29.3,-0.813,-0.813,-0.04,-0.08,6,2,0,38936,17934393,28.6,-0.001,-0.001,0.0,-0.27,11,2,0,38936,17934393,29.3,-0.003,-0.003,0.09,0.09,5,2,0,38768,17934392,28.6,0.002,0.002,0.0,0.15,15,2,0,38768,17934392,28.6,-0.811,-0.811,0.04,-0.07,6,2,0,38768,17934392,29.3,0.002,0.002,0.04,-0.16,1,2,0,38768,17934392,28.6,-0.809,-0.809,0.09,0.08,5,2,0,38768,17934392,29.3
15,17909864578734,17909871476109,hold,0.3333770099998219,19.999172,0.08300599438371137,6.897375,2.080908998323139,2.5584939976397436,0.031948089599609375,38937,38769,0.001,0.001,0.06,-0.19,7,2,0,38937,17934413,29.3,0.001,0.001,0.13,0.21,11,2,0,38937,17934413,28.6,-0.805,-0.805,0.08,-0.1,6,2,0,38937,17934413,29.3,-0.813,-0.813,-0.17,0.05,11,2,0,38937,17934413,28.6,-0.001,-0.001,-0.12,0.07,1,2,0,38937,17934413,29.3,-0.003,-0.003,0.04,-0.13,10,2,0,38769,17934412,28.6,0.002,0.002,0.03,-0.1,5,2,0,38769,17934412,28.6,-0.811,-0.811,0.0,-0.12,11,2,0,38769,17934412,29.3,0.002,0.002,-0.1,-0.06,6,2,0,38769,17934412,28.6,-0.809,-0.809,-0.12,0.07,10,2,0,38769,17934412,29.3
16,17909884580178,17909891510483,hold,0.35337851800068165,20.034374,0.0845139948069118,6.930305,2.0977419990231283,2.5769919993763324,0.030279159545898438,38938,38770,0.001,0.001,0.07,0.02,12,2,0,38938,17934433,29.3,0.001,0.001,-0.01,0.01,1,2,0,38938,17934433,28.6,-0.805,-0.805,0.04,0.03,11,2,0,38938,17934433,29.3,-0.813,-0.813,-0.07,-0.1,1,2,0,38938,17934433,28.6,-0.001,-0.001,0.01,0.06,6,2,0,38938,17934433,29.3,-0.003,-0.003,-0.1,-0.02,15,2,0,38770,17934432,28.6,0.002,0.002,0.04,0.14,10,2,0,38770,17934432,28.6,-0.811,-0.811,0.07,0.06,1,2,0,38770,17934432,29.3,0.002,0.002,0.0,-0.01,11,2,0,38770,17934432,28.6,-0.809,-0.809,-0.02,0.04,0,2,0,38770,17934432,29.3
17,17909904595607,17909911724671,hold,0.37338725900190184,20.214188,0.09325499559054151,7.129064,2.1971370006212965,2.6819230006367434,0.031232833862304688,38939,38771,0.001,0.002,0.03,-0.21,2,2,0,38939,17934453,29.3,0.001,0.001,0.01,-0.18,6,2,0,38939,17934453,28.6,-0.805,-0.805,0.08,-0.21,1,2,0,38939,17934453,29.3,-0.813,-0.813,-0.05,0.07,6,2,0,38939,17934453,28.6,-0.001,-0.002,0.02,0.05,11,2,0,38939,17934453,29.3,-0.003,-0.003,-0.13,-0.01,5,2,0,38771,17934452,28.6,0.002,0.002,0.0,-0.35,15,2,0,38771,17934452,28.6,-0.811,-0.811,-0.02,0.09,6,2,0,38771,17934452,29.3,0.002,0.002,0.02,-0.04,1,2,0,38771,17934452,28.6,-0.809,-0.809,0.07,-0.11,5,2,0,38771,17934452,29.3
18,17909924577402,17909931419032,hold,0.3933762540000316,19.694361,0.08224999328376725,6.84163,2.0310510008130223,2.4956130000646226,0.027418136596679688,38940,38772,0.001,0.002,0.08,0.18,7,2,0,38940,17934473,29.3,0.001,0.001,-0.08,0.06,11,2,0,38940,17934473,28.6,-0.805,-0.805,0.09,-0.27,6,2,0,38940,17934473,29.3,-0.813,-0.813,-0.11,-0.04,11,2,0,38940,17934473,28.6,-0.001,-0.002,-0.06,0.27,1,2,0,38940,17934473,29.3,-0.003,-0.003,0.06,0.07,10,2,0,38772,17934472,28.6,0.002,0.002,0.0,-0.05,4,2,0,38772,17934472,28.6,-0.811,-0.811,0.07,0.03,11,2,0,38772,17934472,29.3,0.002,0.002,-0.02,-0.09,5,2,0,38772,17934472,28.6,-0.809,-0.809,-0.05,0.08,10,2,0,38772,17934472,29.3
19,17909944580511,17909951597538,hold,0.41337693099922035,20.178506,0.08292699203593656,7.017027,2.237489999970421,2.699140000913758,0.029087066650390625,38941,38773,0.001,0.001,-0.04,0.08,12,2,0,38941,17934493,29.3,0.001,0.001,-0.07,0.12,1,2,0,38941,17934493,28.6,-0.805,-0.805,0.23,-0.04,11,2,0,38941,17934493,29.3,-0.813,-0.813,0.06,0.11,1,2,0,38941,17934493,28.6,-0.001,-0.001,0.06,0.18,6,2,0,38941,17934493,29.3,-0.003,-0.003,0.02,0.09,15,2,0,38773,17934492,28.6,0.002,0.002,-0.01,-0.07,9,2,0,38773,17934492,28.6,-0.811,-0.812,-0.04,-0.18,1,2,0,38773,17934492,29.3,0.002,0.002,0.05,-0.04,10,2,0,38773,17934492,28.6,-0.809,-0.809,-0.07,-0.22,0,2,0,38773,17934492,29.3
20,17909964578659,17909971727243,hold,0.4333769670010952,20.129705,0.08296299347421154,7.148584,2.0635330001823604,2.5659189996076748,0.03409385681152344,38942,38774,0.001,0.001,-0.15,-0.1,2,2,0,38942,17934513,29.3,0.001,0.001,-0.04,-0.04,6,2,0,38942,17934513,28.6,-0.805,-0.805,-0.09,-0.13,1,2,0,38942,17934513,29.3,-0.813,-0.813,-0.02,-0.01,6,2,0,38942,17934513,28.6,-0.001,-0.001,-0.1,-0.05,11,2,0,38942,17934513,29.3,-0.003,-0.003,-0.01,0.13,5,2,0,38774,17934512,28.6,0.002,0.002,-0.05,-0.01,14,2,0,38774,17934512,28.6,-0.811,-0.812,0.02,0.01,6,2,0,38774,17934512,29.3,0.002,0.002,-0.01,0.01,0,2,0,38774,17934512,28.6,-0.809,-0.809,0.05,-0.09,5,2,0,38774,17934512,29.3
21,17909984577095,17909992201921,hold,0.45337546700102394,20.474678,0.08146299296640791,7.624826,2.016297999944072,2.497884001058992,0.030755996704101562,38943,38775,0.001,0.002,-0.07,0.13,8,2,0,38943,17934534,29.3,0.001,0.001,-0.02,-0.09,12,2,0,38943,17934534,28.6,-0.805,-0.805,0.06,-0.12,7,2,0,38943,17934534,29.3,-0.813,-0.813,0.02,-0.05,12,2,0,38943,17934534,28.6,-0.001,-0.001,0.04,-0.1,2,2,0,38943,17934534,29.3,-0.003,-0.003,0.03,0.14,10,2,0,38775,17934532,28.6,0.002,0.002,-0.08,-0.06,4,2,0,38775,17934532,28.6,-0.811,-0.811,-0.04,-0.02,11,2,0,38775,17934532,29.3,0.002,0.002,0.0,-0.07,5,2,0,38775,17934532,28.6,-0.809,-0.809,0.14,-0.08,10,2,0,38775,17934532,29.3
22,17910004591340,17910011640785,hold,0.47338443199987523,19.438864,0.09042799138114788,7.049445,2.1765919991594274,2.6482579996809363,0.029802322387695312,38944,38776,0.001,0.002,-0.01,-0.1,12,2,0,38944,17934553,29.3,0.001,0.001,-0.02,0.02,1,2,0,38944,17934553,28.6,-0.805,-0.805,0.21,0.11,11,2,0,38944,17934553,29.3,-0.813,-0.813,0.03,0.21,1,2,0,38944,17934553,28.6,-0.001,-0.001,0.09,0.0,6,2,0,38944,17934553,29.3,-0.003,-0.003,0.06,-0.2,15,2,0,38776,17934552,28.6,0.002,0.002,-0.03,-0.19,9,2,0,38776,17934552,28.6,-0.811,-0.812,-0.12,0.02,1,2,0,38776,17934552,29.3,0.002,0.002,-0.11,-0.03,10,2,0,38776,17934552,28.6,-0.809,-0.809,-0.02,-0.37,0,2,0,38776,17934552,29.3
23,17910024577615,17910030887993,hold,0.4933760189996974,19.247208,0.08201499076676555,6.310378,1.4914790008333512,2.003530997171765,0.0286102294921875,38945,38777,0.001,0.002,0.05,-0.01,2,2,0,38945,17934573,29.3,0.001,0.001,0.14,0.19,6,2,0,38945,17934573,28.6,-0.805,-0.805,0.0,-0.11,1,2,0,38945,17934573,29.3,-0.813,-0.813,0.02,-0.13,6,2,0,38945,17934573,28.6,-0.001,-0.001,0.01,-0.09,11,2,0,38945,17934573,29.3,-0.003,-0.003,-0.19,-0.11,5,2,0,38777,17934572,28.6,0.002,0.002,0.08,0.13,14,2,0,38777,17934572,28.6,-0.811,-0.811,0.01,0.14,6,2,0,38777,17934572,29.3,0.002,0.002,-0.1,-0.08,0,2,0,38777,17934572,28.6,-0.809,-0.809,-0.03,-0.13,5,2,0,38777,17934572,29.3
24,17910044574995,17910052486552,hold,0.5133743280021008,21.598559,0.0803239927336108,7.911557,2.2188660004758276,2.678242999536451,0.02956390380859375,38946,38778,0.001,0.002,0.0,0.09,7,2,0,38946,17934593,29.3,0.001,0.001,-0.06,0.08,11,2,0,38946,17934593,28.6,-0.805,-0.805,0.06,0.44,6,2,0,38946,17934593,29.3,-0.813,-0.813,-0.04,0.04,11,2,0,38946,17934593,28.6,-0.001,-0.001,-0.13,-0.01,1,2,0,38946,17934593,29.3,-0.003,-0.003,0.07,-0.02,9,2,0,38778,17934591,28.6,0.002,0.002,0.07,-0.17,3,2,0,38778,17934591,28.6,-0.811,-0.812,-0.14,0.03,10,2,0,38778,17934591,29.3,0.002,0.002,0.01,-0.05,4,2,0,38778,17934591,28.6,-0.809,-0.81,-0.13,0.03,9,2,0,38778,17934591,29.3
25,17910064577688,17910071551002,hold,0.5333779480024532,19.06445,0.08394399264943786,6.973314,2.0595320020220242,2.5310060009360313,0.031232833862304688,38947,38779,0.001,0.002,0.06,-0.12,12,2,0,38947,17934613,29.3,0.001,0.001,0.07,-0.02,1,2,0,38947,17934613,28.6,-0.805,-0.805,-0.02,0.14,11,2,0,38947,17934613,29.3,-0.813,-0.813,0.0,0.02,0,2,0,38947,17934613,28.6,-0.001,-0.001,0.05,-0.06,6,2,0,38947,17934613,29.3,-0.003,-0.003,-0.18,-0.28,15,2,0,38779,17934612,28.6,0.002,0.002,-0.09,-0.1,9,2,0,38779,17934612,28.6,-0.811,-0.811,0.05,0.0,1,2,0,38779,17934612,29.3,0.002,0.002,0.07,0.06,10,2,0,38779,17934612,28.6,-0.809,-0.809,-0.08,-0.35,0,2,0,38779,17934612,29.3
26,17910084595421,17910091672002,hold,0.5533867520025524,20.121,0.09274799231206998,7.076581,2.0185390021651983,2.502045001165243,0.032901763916015625,38948,38780,0.001,0.002,0.13,-0.09,2,2,0,38948,17934633,29.3,0.001,0.001,-0.07,0.01,6,2,0,38948,17934633,28.6,-0.805,-0.805,-0.03,0.03,1,2,0,38948,17934633,29.3,-0.813,-0.813,0.05,0.09,5,2,0,38948,17934633,28.6,-0.001,-0.001,-0.17,0.09,11,2,0,38948,17934633,29.3,-0.003,-0.003,-0.08,-0.09,5,2,0,38780,17934632,28.6,0.002,0.002,-0.04,0.02,14,2,0,38780,17934632,28.6,-0.811,-0.811,0.13,-0.14,6,2,0,38780,17934632,29.3,0.002,0.002,0.11,-0.11,0,2,0,38780,17934632,28.6,-0.809,-0.809,0.11,0.01,5,2,0,38780,17934632,29.3
27,17910104579680,17910111707336,hold,0.5733775080007035,20.035334,0.08350399002665654,7.127656,2.2014899986970704,2.663715000380762,0.031232833862304688,38949,38781,0.001,0.001,0.0,0.04,7,2,0,38949,17934653,29.3,0.001,0.001,0.13,0.0,11,2,0,38949,17934653,28.6,-0.805,-0.805,0.06,0.11,6,2,0,38949,17934653,29.3,-0.813,-0.813,0.12,0.13,10,2,0,38949,17934653,28.6,-0.001,-0.001,0.24,0.12,1,2,0,38949,17934653,29.3,-0.003,-0.003,-0.14,-0.03,9,2,0,38781,17934652,28.6,0.002,0.002,0.05,-0.01,4,2,0,38781,17934652,28.6,-0.811,-0.812,-0.07,0.06,11,2,0,38781,17934652,29.3,0.002,0.002,0.04,0.08,5,2,0,38781,17934652,28.6,-0.809,-0.809,-0.1,-0.03,10,2,0,38781,17934652,29.3
28,17910124579364,17910131447075,hold,0.5933773520009709,19.739739,0.08334798985742964,6.867711,2.0429869982763194,2.5147169981210027,0.03170967102050781,38950,38782,0.001,0.001,-0.07,-0.22,12,2,0,38950,17934673,29.3,0.001,0.001,-0.03,-0.03,1,2,0,38950,17934673,28.6,-0.805,-0.805,0.11,-0.14,11,2,0,38950,17934673,29.3,-0.813,-0.813,-0.04,-0.02,0,2,0,38950,17934673,28.6,-0.001,-0.001,0.01,-0.08,6,2,0,38950,17934673,29.3,-0.003,-0.003,0.08,0.05,14,2,0,38782,17934672,28.6,0.002,0.002,0.03,0.02,9,2,0,38782,17934672,28.6,-0.811,-0.812,-0.02,-0.32,1,2,0,38782,17934672,29.3,0.002,0.002,0.0,0.03,10,2,0,38782,17934672,28.6,-0.809,-0.809,-0.11,-0.04,0,2,0,38782,17934672,29.3
29,17910144577352,17910151649934,hold,0.6133751480010687,20.202859,0.08114398951875046,7.072582,2.228722998552257,2.69734700123081,0.03170967102050781,38951,38783,0.001,0.001,0.0,-0.08,2,2,0,38951,17934693,29.3,0.001,0.001,-0.09,-0.2,6,2,0,38951,17934693,28.6,-0.805,-0.805,-0.08,-0.07,1,2,0,38951,17934693,29.3,-0.813,-0.813,0.12,-0.17,5,2,0,38951,17934693,28.6,-0.001,-0.001,-0.04,0.04,11,2,0,38951,17934693,29.3,-0.003,-0.003,-0.02,-0.13,4,2,0,38783,17934692,28.6,0.002,0.002,0.12,-0.13,14,2,0,38783,17934692,28.6,-0.811,-0.812,-0.01,0.04,6,2,0,38783,17934692,29.3,0.002,0.002,0.06,-0.02,0,2,0,38783,17934692,28.6,-0.809,-0.809,-0.12,-0.17,5,2,0,38783,17934692,29.3
